CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportCalls,NumProductsUsed,DaysSinceLastContact,AvgMonthlyUsage,ContractMonthsRemaining,Churn,ChargesPerTenureMonth,ChargeAboveAvg,HighMonthlyCharge,SupportCallRate,DisengagementScore,IsMonthToMonth,IsLongTermContract,ContractRiskScore,AddOnCount,HasNoAddOns,IsFiberOptic,HasInternet,IsElectronicCheck,IsAutoPay,TenureBucket,ChurnRiskIndex
CUST-000016,Female,0,No,Yes,12.0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),72.61,809.47,8,4,8,125.8,6,0,67.45583333333333,9.328612,0,8.0,0.004383561643835617,0,1,0.0,3,0,1,1,0,1,0-12mo,0.25
CUST-000017,Female,0,No,No,6.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.36,613.7,9,1,163,164.5,0,1,102.28333333333335,39.078612,1,18.0,0.2232876712328767,1,0,0.9166666666666666,5,0,1,1,1,0,0-12mo,0.9
CUST-000018,Male,0,Yes,No,4.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,62.95,225.18,7,3,341,284.7,0,0,56.295,-0.3313879999999969,0,21.0,0.23356164383561645,1,0,0.9444444444444444,6,0,0,1,1,0,0-12mo,0.75
CUST-000019,Female,0,Yes,No,25.0,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.98,2204.3,13,2,256,262.7,0,0,88.17200000000001,24.698612000000004,1,6.239999999999999,0.23378995433789954,1,0,0.6527777777777778,3,0,1,1,0,0,24-48mo,0.5499999999999999
CUST-000020,Male,0,Yes,No,51.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.46,5218.44,4,2,194,179.8,0,1,102.32235294117646,39.178611999999994,1,0.9411764705882353,0.1771689497716895,1,0,0.29166666666666663,3,0,1,1,0,1,48-72mo,0.44999999999999996
CUST-000021,Female,1,No,No,7.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),64.94,422.35,11,5,356,274.0,7,1,60.33571428571429,1.658611999999998,0,18.857142857142858,0.16255707762557076,0,1,0.0,2,0,0,1,0,1,0-12mo,0.30000000000000004
CUST-000022,Male,0,Yes,No,8.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.59,234.4,8,5,89,171.0,0,1,29.3,-33.691388,0,12.0,0.04063926940639269,1,0,0.8888888888888888,0,1,0,0,0,1,0-12mo,0.7
CUST-000023,Male,1,Yes,Yes,61.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.72,5405.74,12,5,146,64.0,0,1,88.61868852459015,25.438612,1,2.360655737704918,0.06666666666666667,1,0,0.1527777777777778,4,0,1,1,0,0,48-72mo,0.5499999999999999
CUST-000024,Female,0,Yes,Yes,8.0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,65.84,568.02,8,3,187,57.4,21,0,71.0025,2.5586120000000037,0,12.0,0.12808219178082192,0,1,0.0,3,0,0,1,0,0,0-12mo,0.30000000000000004
CUST-000025,Female,0,Yes,No,41.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,25.33,1043.15,14,3,182,154.6,0,1,25.44268292682927,-37.951388,0,4.097560975609756,0.12465753424657534,1,0,0.4305555555555556,1,0,0,1,1,0,24-48mo,0.5499999999999999
CUST-000026,Female,0,No,No,22.0,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),39.91,851.93,13,4,129,276.5,8,0,38.724090909090904,-23.371388000000003,0,7.090909090909091,0.07068493150684932,0,1,0.0,2,0,0,1,0,1,12-24mo,0.1
CUST-000027,Male,0,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.83,1485.96,3,5,276,57.7,12,0,20.929014084507042,-42.451388,0,0.5070422535211268,0.12602739726027395,0,1,0.0,0,1,0,0,1,0,48-72mo,0.25
CUST-000028,Female,0,No,Yes,67.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,72.29,4852.43,13,3,13,251.8,3,0,72.42432835820895,9.008612000000007,0,2.328358208955224,0.008904109589041096,0,1,0.0,3,0,0,1,1,0,48-72mo,0.25
CUST-000029,Female,0,No,No,57.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,112.86,6424.52,6,3,272,60.4,0,1,112.71087719298247,49.578612,1,1.263157894736842,0.1863013698630137,1,0,0.20833333333333337,4,0,1,1,1,0,48-72mo,0.7
CUST-000030,Male,0,Yes,Yes,50.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.35,3612.64,6,5,9,164.9,9,1,72.2528,9.068611999999995,0,1.44,0.00410958904109589,0,1,0.0,3,0,1,1,0,1,48-72mo,0.25
CUST-000031,Male,0,No,Yes,17.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),51.75,893.63,14,5,328,254.4,21,0,52.56647058823529,-11.531388,0,9.88235294117647,0.14977168949771688,0,1,0.0,4,0,0,1,0,1,12-24mo,0.1
CUST-000032,Male,1,No,No,51.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,103.39,5252.21,5,4,86,163.7,12,0,102.98450980392157,40.108612,1,1.1764705882352942,0.04712328767123288,0,1,0.0,2,0,1,1,1,0,48-72mo,0.3
CUST-000033,Male,0,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,111.53,147.72,4,3,11,168.6,8,1,147.72,48.248612,1,48.0,0.007534246575342466,0,1,0.0,3,0,1,1,0,0,0-12mo,0.35
CUST-000034,Female,0,Yes,Yes,55.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,1154.76,11,3,139,40.4,0,1,20.995636363636365,-42.681388,0,2.4000000000000004,0.09520547945205479,1,0,0.23611111111111116,0,1,0,0,0,1,48-72mo,0.5
CUST-000035,Female,0,Yes,No,65.0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.39,7314.16,2,2,179,87.7,0,0,112.52553846153846,49.108612,1,0.3692307692307692,0.16347031963470318,1,0,0.09722222222222221,4,0,1,1,0,1,48-72mo,0.44999999999999996
CUST-000036,Male,0,No,No,57.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,74.76,4237.05,1,2,340,211.5,11,0,74.33421052631579,11.478612000000005,0,0.21052631578947367,0.3105022831050228,0,1,0.0,3,0,0,1,1,0,48-72mo,0.15
CUST-000037,Female,1,Yes,No,19.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.83,1066.95,9,4,5,299.0,0,1,56.15526315789474,-8.451388000000001,0,5.684210526315789,0.0027397260273972603,1,0,0.7361111111111112,0,1,0,1,0,1,12-24mo,0.5
CUST-000038,Female,0,Yes,No,72.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,108.75,7806.39,3,3,253,211.7,0,1,108.42208333333333,45.468612,1,0.5,0.17328767123287672,1,0,0.0,6,0,1,1,0,0,48-72mo,0.44999999999999996
CUST-000039,Male,1,No,Yes,51.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),105.81,5400.53,11,5,200,246.3,0,1,105.89274509803921,42.528612,1,2.588235294117647,0.091324200913242,1,0,0.29166666666666663,6,0,1,1,0,1,48-72mo,0.5499999999999999
CUST-000040,Female,0,Yes,No,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.19,137.09,4,6,73,92.1,8,0,19.584285714285716,-43.091387999999995,0,6.857142857142857,0.02857142857142857,0,1,0.0,0,1,0,0,1,0,0-12mo,0.44999999999999996
CUST-000041,Male,0,No,No,62.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),72.69,4520.23,4,4,35,88.9,10,0,72.90693548387097,9.408611999999998,0,0.7741935483870968,0.019178082191780823,0,1,0.0,4,0,0,1,0,1,48-72mo,0.0
CUST-000042,Female,0,No,Yes,8.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),63.91,505.59,8,3,309,97.7,6,1,63.19875,0.6286119999999968,0,12.0,0.21164383561643835,0,1,0.0,3,0,0,1,0,1,0-12mo,0.30000000000000004
CUST-000043,Female,0,Yes,No,40.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.41,2793.91,7,6,72,266.1,0,1,69.84774999999999,7.128611999999997,0,2.1,0.028180039138943246,1,0,0.4444444444444444,4,0,1,1,0,1,24-48mo,0.5499999999999999
CUST-000044,Male,0,No,Yes,70.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),63.01,4398.2,2,1,359,88.0,0,0,62.83142857142857,-0.27138800000000174,0,0.34285714285714286,0.4917808219178082,1,0,0.02777777777777779,1,0,0,1,0,1,48-72mo,0.3
CUST-000045,Male,0,No,No,55.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.35,5291.98,12,2,162,234.1,0,1,96.21781818181817,33.068611999999995,1,2.618181818181818,0.14794520547945206,1,0,0.23611111111111116,5,0,1,1,0,1,48-72mo,0.5499999999999999
CUST-000046,Female,1,No,No,34.0,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,25.13,876.35,3,1,211,97.4,22,0,25.775000000000002,-38.151388,0,1.0588235294117647,0.28904109589041094,0,1,0.0,1,0,0,1,0,0,24-48mo,0.0
CUST-000047,Male,0,Yes,No,2.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.69,44.05,1,4,146,73.3,0,0,22.025,-41.591387999999995,0,6.0,0.08000000000000002,1,0,0.9722222222222222,0,1,0,0,0,1,0-12mo,0.6
CUST-000048,Female,0,No,Yes,65.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.33,3963.93,1,4,62,286.4,3,0,60.98353846153846,-1.9513880000000015,0,0.1846153846153846,0.03397260273972603,0,1,0.0,2,0,0,1,0,1,48-72mo,0.0
CUST-000049,Female,0,No,Yes,45.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,92.65,4184.89,14,5,218,272.4,0,0,92.99755555555556,29.368612000000006,1,3.7333333333333334,0.09954337899543378,1,0,0.375,3,0,1,1,1,0,24-48mo,0.7
CUST-000050,Female,1,No,No,39.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,111.26,4350.52,7,1,133,169.9,2,0,111.55179487179488,47.978612000000005,1,2.1538461538461537,0.1821917808219178,0,1,0.0,2,0,1,1,1,0,24-48mo,0.4
CUST-000051,Female,0,Yes,Yes,38.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),64.72,2443.8,2,2,267,86.7,12,0,64.31052631578947,1.4386119999999991,0,0.6315789473684211,0.24383561643835616,0,1,0.0,3,0,0,1,0,1,24-48mo,0.0
CUST-000052,Male,0,No,No,50.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,86.19,4291.99,8,1,202,47.4,22,1,85.8398,22.908611999999998,1,1.92,0.27671232876712326,0,1,0.0,5,0,1,1,0,0,48-72mo,0.25
CUST-000053,Male,0,Yes,No,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),110.57,7181.54,1,4,325,115.3,11,0,110.48523076923077,47.28861199999999,1,0.1846153846153846,0.17808219178082194,0,1,0.0,3,0,1,1,0,1,48-72mo,0.15
CUST-000054,Male,0,Yes,Yes,39.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.11,772.86,0,5,206,162.4,9,0,19.81692307692308,-43.171388,0,0.0,0.09406392694063927,0,1,0.0,0,1,0,0,0,0,24-48mo,0.1
CUST-000055,Male,0,No,No,27.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,87.13,2369.05,9,6,354,126.0,8,0,87.7425925925926,23.848611999999996,1,4.0,0.1385518590998043,0,1,0.0,2,0,1,1,1,0,24-48mo,0.4
CUST-000056,Male,0,Yes,Yes,68.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,112.31,7638.39,1,4,193,197.8,0,0,112.32926470588235,49.028612,1,0.1764705882352941,0.10575342465753426,1,0,0.05555555555555558,2,0,1,1,0,0,48-72mo,0.44999999999999996
CUST-000057,Female,0,Yes,No,72.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),70.94,5087.47,5,6,219,41.4,20,0,70.65930555555556,7.658611999999998,0,0.8333333333333334,0.0857142857142857,0,1,0.0,1,0,1,1,0,1,48-72mo,0.15
CUST-000058,Male,0,No,No,9.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,94.74,854.27,13,5,264,32.5,11,1,94.91888888888889,31.458611999999995,1,17.333333333333332,0.12054794520547946,0,1,0.0,5,0,1,1,0,0,0-12mo,0.44999999999999996
CUST-000059,Female,0,Yes,No,58.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,112.13,6504.86,8,6,358,181.1,0,1,112.15275862068965,48.848611999999996,1,1.6551724137931036,0.14011741682974557,1,0,0.19444444444444442,5,0,1,1,1,0,48-72mo,0.7
CUST-000060,Female,0,No,No,7.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,50.95,337.31,9,6,44,66.2,0,1,48.18714285714286,-12.331387999999997,0,15.428571428571427,0.01722113502935421,1,0,0.9027777777777778,1,0,0,1,1,0,0-12mo,0.75
CUST-000061,Female,0,Yes,No,27.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,77.02,2070.49,5,4,36,132.6,0,0,76.6848148148148,13.738611999999996,1,2.2222222222222223,0.019726027397260273,1,0,0.625,3,0,1,1,1,0,24-48mo,0.6
CUST-000062,Female,0,No,Yes,64.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.74,1781.8,14,3,154,62.3,5,0,27.840625,-35.541388,0,2.625,0.10547945205479452,0,1,0.0,0,1,0,0,0,1,48-72mo,0.2
CUST-000063,Male,0,No,Yes,8.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,86.82,720.14,5,2,189,227.0,1,1,90.0175,23.538611999999993,1,7.5,0.17260273972602738,0,1,0.0,3,0,1,1,0,0,0-12mo,0.35
CUST-000064,Female,0,Yes,Yes,13.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,104.66,1374.76,6,6,308,285.7,0,0,105.75076923076924,41.378612,1,5.538461538461539,0.12054794520547944,1,0,0.8194444444444444,1,0,1,1,0,0,12-24mo,0.5499999999999999
CUST-000065,Male,1,No,No,14.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,70.21,967.72,2,3,93,190.9,4,0,69.12285714285714,6.928611999999994,0,1.7142857142857142,0.0636986301369863,0,1,0.0,2,0,1,1,0,0,12-24mo,0.15
CUST-000066,Male,0,Yes,No,66.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.12,4722.58,2,4,58,188.0,0,1,71.55424242424242,7.838612000000005,0,0.36363636363636365,0.031780821917808226,1,0,0.08333333333333337,4,0,1,1,0,1,48-72mo,0.44999999999999996
CUST-000067,Female,0,No,No,1.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.38,70.17,1,5,300,181.9,0,0,70.17,16.098611999999996,1,12.0,0.136986301369863,1,0,0.9861111111111112,3,0,1,1,0,1,0-12mo,0.65
CUST-000068,Male,0,Yes,No,1.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,34.0,45.43,11,6,348,63.8,23,0,45.43,-29.281388,0,132.0,0.13620352250489234,0,1,0.0,5,0,0,1,0,0,0-12mo,0.30000000000000004
CUST-000069,Male,0,No,No,10.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46.69,491.1,9,5,114,201.6,0,0,49.11,-16.591388000000002,0,10.799999999999999,0.05205479452054794,1,0,0.8611111111111112,5,0,0,1,0,1,0-12mo,0.6
CUST-000070,Male,0,No,Yes,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,26.19,1843.07,3,6,138,77.3,0,0,26.329571428571427,-37.091387999999995,0,0.5142857142857143,0.054011741682974554,1,0,0.02777777777777779,5,0,0,1,1,0,48-72mo,0.44999999999999996
CUST-000071,Female,0,Yes,Yes,15.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.97,1158.75,9,3,82,279.8,0,0,77.25,14.688612,1,7.2,0.056164383561643834,1,0,0.7916666666666666,4,0,1,1,0,1,12-24mo,0.5499999999999999
CUST-000072,Male,0,Yes,No,11.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),78.35,867.94,7,2,155,99.2,0,1,78.90363636363637,15.068611999999995,1,7.636363636363637,0.1415525114155251,1,0,0.8472222222222222,4,0,1,1,0,1,0-12mo,0.75
CUST-000073,Male,0,No,No,40.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.67,1193.24,1,4,22,295.4,0,1,29.831,-33.611388,0,0.3,0.012054794520547946,1,0,0.4444444444444444,0,1,0,0,0,1,24-48mo,0.4
CUST-000074,Male,0,No,No,12.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,57.13,663.89,7,5,232,115.4,0,0,55.32416666666666,-6.151387999999997,0,7.0,0.10593607305936073,1,0,0.8333333333333334,4,0,0,1,1,0,0-12mo,0.5499999999999999
CUST-000075,Female,1,No,Yes,51.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.64,3442.88,11,1,169,122.8,0,0,67.50745098039216,4.358612000000001,0,2.588235294117647,0.23150684931506849,1,0,0.29166666666666663,2,0,0,1,0,1,48-72mo,0.4
CUST-000076,Male,0,Yes,No,16.0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,72.19,1169.37,13,6,310,115.7,2,0,73.085625,8.908611999999998,0,9.75,0.12133072407045009,0,1,0.0,5,0,1,1,1,0,12-24mo,0.4
CUST-000077,Male,0,No,Yes,14.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,55.39,766.41,8,3,342,169.9,0,1,54.74357142857143,-7.891387999999999,0,6.857142857142857,0.23424657534246576,1,0,0.8055555555555556,3,0,0,1,1,0,12-24mo,0.5499999999999999
CUST-000078,Male,0,Yes,No,58.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.67,5534.06,5,1,45,174.8,14,0,95.4148275862069,32.388612,1,1.0344827586206897,0.06164383561643835,0,1,0.0,3,0,1,1,0,1,48-72mo,0.15
CUST-000079,Female,0,No,Yes,62.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),68.59,4214.06,3,3,295,113.9,9,0,67.96870967741935,5.308612000000004,0,0.5806451612903225,0.20205479452054795,0,1,0.0,3,0,0,1,0,1,48-72mo,0.0
CUST-000080,Female,0,No,Yes,27.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),60.94,1612.59,11,1,129,234.4,0,0,59.72555555555555,-2.341388000000002,0,4.888888888888889,0.17671232876712328,1,0,0.625,1,0,0,1,0,1,24-48mo,0.4
CUST-000081,Female,0,No,No,10.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.26,965.75,10,5,318,82.1,0,1,96.575,28.978612000000005,1,12.0,0.14520547945205478,1,0,0.8611111111111112,3,0,1,1,0,0,0-12mo,0.75
CUST-000082,Male,0,Yes,No,33.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,111.33,3655.47,10,2,362,75.1,0,1,110.77181818181818,48.048612,1,3.6363636363636362,0.33059360730593607,1,0,0.5416666666666667,3,0,1,1,1,0,24-48mo,0.7
CUST-000083,Male,0,Yes,No,15.0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),52.99,781.04,12,3,175,267.6,10,0,52.06933333333333,-10.291387999999998,0,9.6,0.11986301369863013,0,1,0.0,3,0,0,1,0,1,12-24mo,0.1
